bundle_path	original_path	bytes	sha256	status
source_logs/vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_1000gb/raw/load_cmd.sh	vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_1000gb/raw/load_cmd.sh	716	459e34ef466ff346202e62bc26a15a31381a33201d80b938b39b87f1ab3b6464	copied
source_logs/vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_1000gb/raw/start_epoch.txt	vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_1000gb/raw/start_epoch.txt	11	1db0687f9a8f79718233befa9f8a3fa8166e7612ac16d0dea3e2362040b4ac23	copied
source_logs/vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_1000gb/report.rep	vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_1000gb/report.rep	6225	014ea1acd28bd05463f8be01895022c70e3fb55bae200d92909ccf187db16788	copied
source_logs/vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_2000gb/bench.out	vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_2000gb/bench.out	1739276	4bc71a6368ad3db7ea6fbe8a6c8b6e6e971d79f95705a904dc2b6532cf5856db	copied
source_logs/vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_2000gb/raw/diskstats.end	vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_2000gb/raw/diskstats.end	6069	939e0495b9d69a8cff33daae6905ad9a0e9573a56e3816b3ef6460f1874845b2	copied
source_logs/vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_2000gb/raw/diskstats.start	vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_2000gb/raw/diskstats.start	6069	d567dcf87bd7bffc16d6a299fd61369017d006ffd4cf61501e6a43c1832581b6	copied
source_logs/vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_2000gb/raw/elapsed_sec.txt	vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_2000gb/raw/elapsed_sec.txt	6	753081f7d6d8c18ecccd869f83fd91e10fcd00a9d524ef9013d289c3a2f8cc32	copied
source_logs/vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_2000gb/raw/end_epoch.txt	vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_2000gb/raw/end_epoch.txt	11	5454791d6ae2aa18482228c24c4ac562df164f3584013dd329082a498f2ae34d	copied
source_logs/vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_2000gb/raw/load_cmd.sh	vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_2000gb/raw/load_cmd.sh	716	2b54ec1c9640094a61196fb39ffa444dc361e7199ad470874dea34f469051ea7	copied
source_logs/vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_2000gb/raw/start_epoch.txt	vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_2000gb/raw/start_epoch.txt	11	16c64f8b0009020c0c33ead71c5b0e07952d91986567086be37ecd15ca768887	copied
source_logs/vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_2000gb/report.rep	vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_2000gb/report.rep	13147	4c85e14b4f74bd988f6dc99551f59306860a471a3d461daf4e594088c81e7baf	copied
source_logs/vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_4000gb/bench.out	vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_4000gb/bench.out	3799503	5e5a91794d281e58283b3fe6c292cb37ad4812e5f06b63b4174d656266fe7fe1	copied
source_logs/vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_4000gb/raw/diskstats.end	vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_4000gb/raw/diskstats.end	6069	0674bbacbbcc8fbac8d37b4cb2750d13966211925065a6ca39c757df658c75da	copied
source_logs/vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_4000gb/raw/diskstats.start	vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_4000gb/raw/diskstats.start	6069	07407e393cc8c2f02693d58a591e343f98c7f68724d90a4a0d37baf53f3a032d	copied
source_logs/vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_4000gb/raw/elapsed_sec.txt	vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_4000gb/raw/elapsed_sec.txt	6	92f36c1c7ee6a7e9f5853fd3a8f09f1c4d98a021ba30d9634a7375d03e94f538	copied
source_logs/vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_4000gb/raw/end_epoch.txt	vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_4000gb/raw/end_epoch.txt	11	3acf0a5a6b66f4bc974598b3507a16471b1ec3df5c8fb295e8b2f13f2e843128	copied
source_logs/vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_4000gb/raw/load_cmd.sh	vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_4000gb/raw/load_cmd.sh	716	769586f271ffef0535de245ca8297eb678230b5afd6337878f3d5808b5b8a844	copied
source_logs/vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_4000gb/raw/start_epoch.txt	vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_4000gb/raw/start_epoch.txt	11	e09fb8c13c81d92caeca382815b03cc9312962206387bcf65350f38a57af5277	copied
source_logs/vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_4000gb/report.rep	vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_4000gb/report.rep	28839	709583088fc012d91e6845533674d36952a41fe588f9a95cc4b14f5d3074b98b	copied
source_logs/vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_500gb/bench.out	vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_500gb/bench.out	362943	8787c7f9f6aae5f36aeca52f951b32d4c89a237b88ff09c145e8a427476968c7	copied
source_logs/vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_500gb/raw/diskstats.end	vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_500gb/raw/diskstats.end	6069	c625c0341881c414f2d0973193bc5c5e34b8c8d05ade86504dfb71e7287c6956	copied
source_logs/vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_500gb/raw/diskstats.start	vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_500gb/raw/diskstats.start	6069	c65171ee8e1f628592e4bc5ab55027599bdf14a976e636ef49003f2220607397	copied
source_logs/vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_500gb/raw/elapsed_sec.txt	vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_500gb/raw/elapsed_sec.txt	5	506ad6a873d59f22b394836431c94f13a26ddd1298a0a71106b2bc132c0cee33	copied
source_logs/vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_500gb/raw/end_epoch.txt	vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_500gb/raw/end_epoch.txt	11	18ee24b1707dd0c6ab1b64bc6608a85b98e0b7ee6f54af58afd4c61bdd418118	copied
source_logs/vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_500gb/raw/load_cmd.sh	vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_500gb/raw/load_cmd.sh	713	02ac91db97af6b15746aa6e58e6bf681083783135c46c549d83e9d6553b51ffd	copied
source_logs/vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_500gb/raw/start_epoch.txt	vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_500gb/raw/start_epoch.txt	11	92b68f6fddaf0309d2ad4650e3370ab3aedd5029d759a1e13daa1235a4298cf7	copied
source_logs/vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_500gb/report.rep	vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_500gb/report.rep	2803	adb21675817b9b95413f8496feeddc2428626c70271dafdf71d1fb2494ecb3dc	copied
source_logs/vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_8000gb/bench.out	vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_8000gb/bench.out	15315171	6b6f643331a8bb0350312fbd083d8110134233e293ff37d12fb47daa8cf0faf4	copied
source_logs/vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_8000gb/raw/diskstats.start	vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_8000gb/raw/diskstats.start	6069	57246290f832300efd2a7dcd569948b22e6a0b73f0472476e6aca09aeb2d176b	copied
source_logs/vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_8000gb/raw/load_cmd.sh	vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_8000gb/raw/load_cmd.sh	716	5f4e413a4bb7cc6106dca633e7d3c835a9d71d1a968f967898e1a8826a028add	copied
source_logs/vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_8000gb/raw/start_epoch.txt	vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_8000gb/raw/start_epoch.txt	11	33fdf67dd1eee12bebb17b0c374b0b6aef72c35aa78c8018bbbf1763c38c4e66	copied
source_logs/vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_8000gb/report.rep	vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/baseline_8000gb/report.rep	41050	247da39357a1fa22f1f2ccb52399b2feb58458f4f244f2421c459d10e3babb6b	copied
source_logs/vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/run.log	vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/run.log	6103	8a44f20d5265cc9ef70e42b65f88f63fd6129feb0efce8908b0bdadcaa9be806	copied
source_logs/vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/summary.tsv	vcomp/experiments/artifacts/log_loads/motivation_load_scaling_260602_cleanrocksdb_motivation/summary.tsv	1407	d6370ee361ca022c26d7b21b8c03fd937d36d610344e0a67b17ad37283d6a828	copied
source_logs/vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_1000gb_91b_none/bench.out	vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_1000gb_91b_none/bench.out	3459789	443d2675c02befe549947f2857591f53a52ef0221e65a1aa7cca9bf576f02207	copied
source_logs/vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_1000gb_91b_none/raw/diskstats.end	vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_1000gb_91b_none/raw/diskstats.end	6071	66d0de58144b66d24d23f937a84d8b34ed1c83b5cdc0144bc38a492ef2147a52	copied
source_logs/vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_1000gb_91b_none/raw/diskstats.start	vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_1000gb_91b_none/raw/diskstats.start	6071	035c0e8c646287adb36b9c96770386dcabe7b3be9e771fa0a8398f6ff3be3a7d	copied
source_logs/vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_1000gb_91b_none/raw/elapsed_sec.txt	vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_1000gb_91b_none/raw/elapsed_sec.txt	6	e13478ce994f9d2e084396daff10c9f0097231663658896fd60de9b5566d76e7	copied
source_logs/vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_1000gb_91b_none/raw/end_epoch.txt	vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_1000gb_91b_none/raw/end_epoch.txt	11	9d6eb2fd24a59ac61188539524d05eba854e8d79d2f199c01b3a0fa6e61d3ed2	copied
source_logs/vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_1000gb_91b_none/raw/load_cmd.sh	vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_1000gb_91b_none/raw/load_cmd.sh	762	73533b6a8f2deb809fffcbdfb2d078f39b64da3bf30c8edd345ceec46e56fc39	copied
source_logs/vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_1000gb_91b_none/raw/start_epoch.txt	vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_1000gb_91b_none/raw/start_epoch.txt	11	ec18eb3da44b942fa864dc74788a9ee9f71023882f5e51c29f99a0da7d9bfa04	copied
source_logs/vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_1000gb_91b_none/report.rep	vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_1000gb_91b_none/report.rep	26840	d21410b9fe83077254685b1f121feb802712f6813afe26bd744d69996ea785eb	copied
source_logs/vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_2000gb_91b_none/bench.out	vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_2000gb_91b_none/bench.out	7411621	84ad8db25a8e2ad14bce244c4ed7b3ad51af0076048270aa634e3355b7b5de22	copied
source_logs/vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_2000gb_91b_none/raw/diskstats.start	vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_2000gb_91b_none/raw/diskstats.start	6071	0dbe1fa59dbb2b31fef9a3a12cfcebc24c7c8e76d2f42495d4fbeae470aa9394	copied
source_logs/vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_2000gb_91b_none/raw/load_cmd.sh	vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_2000gb_91b_none/raw/load_cmd.sh	762	a615c6679a40ab689d3a1723fa5b386c9804469a6f5a9a404d2cc0359dd9651a	copied
source_logs/vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_2000gb_91b_none/raw/start_epoch.txt	vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_2000gb_91b_none/raw/start_epoch.txt	11	bea0391fe56d01437ac8cb7fc499a9a6b6172dc9beb15884781bbb52a5eefbd8	copied
source_logs/vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_2000gb_91b_none/report.rep	vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_2000gb_91b_none/report.rep	55105	13c2ba4c99b8f0c167a5b0ab0b261c0dfc00afad2ed759e1058303d3cd894551	copied
source_logs/vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_4000gb_91b_none/bench.out	vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_4000gb_91b_none/bench.out	15792897	e1cf2d8b942b10fa5b2ca791a749f6403439b3cee48219a9901bf18196db2fc0	copied
source_logs/vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_4000gb_91b_none/raw/diskstats.end	vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_4000gb_91b_none/raw/diskstats.end	6071	c6b9c3731c72b8e0c21638bbffe9680490468d5a44d4a8b09b87f9517a67a0be	copied
source_logs/vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_4000gb_91b_none/raw/diskstats.start	vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_4000gb_91b_none/raw/diskstats.start	6071	0ed9b93e9ecea3e5955d11a17f7ed6349a3a822f17da01f618906bb2035eaccf	copied
source_logs/vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_4000gb_91b_none/raw/elapsed_sec.txt	vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_4000gb_91b_none/raw/elapsed_sec.txt	6	350a33940766bb100bb4b5393a40188e7b0ee32b12c12ebd87dd9eaf9055a753	copied
source_logs/vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_4000gb_91b_none/raw/end_epoch.txt	vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_4000gb_91b_none/raw/end_epoch.txt	11	6a7660c24d74b4c549225a3f147d21531120b725be4d08c3db445fa92434c0a6	copied
source_logs/vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_4000gb_91b_none/raw/load_cmd.sh	vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_4000gb_91b_none/raw/load_cmd.sh	762	b8efef87c9d2eb6be957c85ad599b432c1a58598b40e35efe159870b213c6c1d	copied
source_logs/vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_4000gb_91b_none/raw/start_epoch.txt	vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_4000gb_91b_none/raw/start_epoch.txt	11	32dfb9d2a8491dc17778687c6a3ed22f4a55936693749f4ff8d7b0c51ea999d0	copied
source_logs/vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_4000gb_91b_none/report.rep	vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_4000gb_91b_none/report.rep	117718	d5806515b09b9b838ccaa71c6aa82f518b143967b43e4a06bad834bf8fe61c70	copied
source_logs/vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_500gb_91b_none/bench.out	vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_500gb_91b_none/bench.out	1588185	1e7660181dac9a9f533bce53fc9bdba50bfe354ce69b9401a21e731466d278ff	copied
source_logs/vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_500gb_91b_none/raw/diskstats.end	vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_500gb_91b_none/raw/diskstats.end	6071	2cec7febc5419026348ea6080ceccf27d55a0115b9b7d549e5ee264cb4925f2b	copied
source_logs/vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_500gb_91b_none/raw/diskstats.start	vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_500gb_91b_none/raw/diskstats.start	6071	cd0102c0b6b01162bc5a8cf262db8719716d136089a6841b4c68d26a80c8ac15	copied
source_logs/vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_500gb_91b_none/raw/elapsed_sec.txt	vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_500gb_91b_none/raw/elapsed_sec.txt	5	c084c04b94a7063efde014c2c9730a4088635b551df67ea8525e8911bb1cd58f	copied
source_logs/vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_500gb_91b_none/raw/end_epoch.txt	vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_500gb_91b_none/raw/end_epoch.txt	11	ec18eb3da44b942fa864dc74788a9ee9f71023882f5e51c29f99a0da7d9bfa04	copied
source_logs/vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_500gb_91b_none/raw/load_cmd.sh	vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_500gb_91b_none/raw/load_cmd.sh	759	f731748022d35db88f0d80654688f080e718802a4b1bafe3f9fadbca87a337cf	copied
source_logs/vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_500gb_91b_none/raw/start_epoch.txt	vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_500gb_91b_none/raw/start_epoch.txt	11	6a729b4fd85f238cbff12bf41ddcdf2f8c20e8001e3f92dec7c37a0191f08dec	copied
source_logs/vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_500gb_91b_none/report.rep	vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_500gb_91b_none/report.rep	12499	78ab56f4c54dafa264ea68ddccedb80cfec5d94c69806c65f881a961f831e109	copied
source_logs/vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_8000gb_91b_none/bench.out	vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_8000gb_91b_none/bench.out	1621192	92fdbf1fce28486eff7f724a2d15fccf8b647026a43ff68f9618c939cd3ec729	copied
source_logs/vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_8000gb_91b_none/raw/diskstats.end	vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_8000gb_91b_none/raw/diskstats.end	6071	e6e87df282d0ea949ede3e96f15695dec247bad40a06056ca0470eff0e5e2b91	copied
source_logs/vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_8000gb_91b_none/raw/diskstats.start	vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_8000gb_91b_none/raw/diskstats.start	6071	845861022640911a3c1d6262956a36c292cf8db867f388a2f63123326d4c2d41	copied
source_logs/vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_8000gb_91b_none/raw/elapsed_sec.txt	vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_8000gb_91b_none/raw/elapsed_sec.txt	6	57b5dc42da773bc794c9c4def2429be25b0692586bf6184d334c7bcca1d488ce	copied
source_logs/vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_8000gb_91b_none/raw/end_epoch.txt	vcomp/experiments/artifacts/log_loads/exp_260604_exp91b_baseline/scaling_91b_none/baseline_8000gb_91b_none/raw/end_epoch.txt	11	7e248ac4387e5d22cdba2263787d1dcb68b7890fc7de2be85a667185793fb03b	copied
